subID,trial,targetIdx,imgPath,stair1,stair2
20,18,1,S3-12.jpg,0.789443620943447,0.722600377084704
20,19,1,S3-12.jpg,0.80189166115194,0.726153001008818
20,20,1,S3-12.jpg,0.79772652712171,0.724814439424354
20,21,1,S3-12.jpg,0.793170287679141,0.727908295220275
20,22,1,S3-12.jpg,0.803730896803998,0.730585070803643
20,23,1,S3-12.jpg,0.800035064195562,0.729669457521236
20,24,1,S3-12.jpg,0.808946497830097,0.731764573774413
20,25,1,S3-12.jpg,0.815737763432985,0.733440103885917
20,1,2,S4-20.jpg,0.634258305431455,0.534258305431454
20,2,2,S4-20.jpg,0.596357985683836,0.614759658408964
20,3,2,S4-20.jpg,0.559414585222726,0.593449978105948
20,4,2,S4-20.jpg,0.526342701837916,0.642873597668654
20,5,2,S4-20.jpg,0.600913614369679,0.628401549131294
20,6,2,S4-20.jpg,0.672428130036706,0.663048217528652
20,7,2,S4-20.jpg,0.727017657338152,0.685357632021597
20,8,2,S4-20.jpg,0.764638129133347,0.700936390614277
20,9,2,S4-20.jpg,0.787184029653729,0.69622489737551
20,10,2,S4-20.jpg,0.780212892985443,0.707687885924731
20,11,2,S4-20.jpg,0.7968507119247,0.704049879566607
20,12,2,S4-20.jpg,0.79162079222917,0.712461884800484
20,13,2,S4-20.jpg,0.803969601319907,0.718725615178439
20,14,2,S4-20.jpg,0.812571767739693,0.716478806285039
20,15,2,S4-20.jpg,0.818904192344748,0.714074356284532
20,16,2,S4-20.jpg,0.823598155504043,0.711515292721442
20,17,2,S4-20.jpg,0.822007659231308,0.717652993659811
20,18,2,S4-20.jpg,0.82580577255065,0.722494414974937
20,19,2,S4-20.jpg,0.824402276951139,0.720873873104123
20,20,2,S4-20.jpg,0.827663024213665,0.719029292435028
20,21,2,S4-20.jpg,0.82641106219499,0.723333907095403
20,22,2,S4-20.jpg,0.825085440235347,0.721823911963098
20,23,2,S4-20.jpg,0.828376784306662,0.720197989242383
20,24,2,S4-20.jpg,0.830913723855094,0.72407718735869
20,25,2,S4-20.jpg,0.830079829380049,0.722659183382073
22,1,1,S1-15.jpg,0.734258305431454,0.534258305431454
22,2,1,S1-15.jpg,0.696357985683836,0.614759658408964
22,3,1,S1-15.jpg,0.659414585222726,0.593449978105948
22,4,1,S1-15.jpg,0.626342701837916,0.570795807374042
22,5,1,S1-15.jpg,0.598141720293804,0.547792345961858
22,6,1,S1-15.jpg,0.575075734346885,0.525346489275785
22,7,1,S1-15.jpg,0.556234624080384,0.578823680145834
22,8,1,S1-15.jpg,0.540961834605545,0.560150054899904
22,9,1,S1-15.jpg,0.528723168164253,0.54232874950268
22,10,1,S1-15.jpg,0.555518933645889,0.583073123895165
22,11,1,S1-15.jpg,0.59291844551455,0.620372942327348
22,12,1,S1-15.jpg,0.639408449939052,0.652224827602759
22,13,1,S1-15.jpg,0.617564549017393,0.641353038679993
22,14,1,S1-15.jpg,0.598901756619003,0.630018776260813
