subID,condition,m_noise1,m50_noise1,m_signal1,m50_signal1,v_signal1,v50_signal1,m_noise2,m50_noise2,m_signal2,m50_signal2,v_signal2,v50_signal2,B,nondectime
43,condition_80cue,0.0,0.0,3.3480180398563,2.0701049252282027,0.158184387386403,2.718872193288163,0.0,0.0,6.71458162064718,2.4352424441926295,0.0,7.169515485806641,3.873946562352387,0.0181349590106101
44,condition_80cue,1.023487541270072,0.0,2.359738118294852,0.0115828960893758,0.0,4.235263843118177,0.6280053201636135,0.8429295646949153,8.37911667212233,0.8364665746453375,0.0,9.402101359062954,3.582932653278774,0.0128205909796124
45,condition_80cue,2.7896727812776625,0.0,0.3242124177697985,2.7747368163753454,1.5235731235784888,4.860586187282696,0.0,0.0,4.729825119816754,0.0,1.3057971617895725,6.756779813224311,5.283970045494959,0.0162727314612759
46,condition_80cue,0.1960638083424134,0.0,0.2317681817043983,0.4677674543356548,0.0,0.0,0.1205610007315203,1.5690164143421217,1.5639507382460718,0.0,0.0,0.0948096397791271,1.0213815371560884,0.6588381703891527
47,condition_80cue,0.5623374135669517,0.6195057109502502,4.363274479132784,0.0,0.0,5.0443362437433805,0.5971055254743819,3.550972109112307,8.705847076489833,0.0,0.0,9.221209353920027,4.989930603827746,0.0136152707987884
48,condition_80cue,0.3305862827502138,0.0,0.0,0.8295388292135495,0.0,0.6445356121608905,0.0,0.0,5.775153755388821,0.0,0.0,5.501851988032936,3.1875661926328647,0.0105738159533503
49,condition_80cue,0.7012689163416413,1.616853761270269,0.0,0.0,0.0,0.0,0.3952711317245568,3.032366847641812,10.0,0.6030787481416148,10.0,7.696339679857568,0.6856409414094724,1.1587095765319118
50,condition_80cue,0.2777707434628632,0.0,1.8629696642770608,0.926575823284614,0.0,0.6333161881817511,0.0,0.0,4.830486356314453,0.2036036257209354,0.6316334516139654,0.0,1.2640423251336177,0.1659283540593711
51,condition_80cue,0.0,0.0472543681121372,0.0,0.5069556727363156,0.0977561702794825,0.0,0.242911500749707,0.1745196101716363,0.160200804286253,0.0,0.0,0.0,0.8608312646373371,0.25889820503167
52,condition_80cue,0.8789957995117754,0.8258506306274661,3.456488565690269,0.0,1.5249099189668052,5.70991034469078,0.4381698106150814,0.0,2.101895763368057,0.0,4.918534577628002,8.238862787081215,5.778309507746628,0.0173826530930497
53,condition_80cue,0.3425650473401523,0.2744080393688767,0.1547808756995088,0.0432678838204404,0.5458604356493592,1.2589627586936638,1.0253025336828614,1.5823242869386305,10.0,3.665482890227357,0.1957576388256875,10.0,1.3816711126809746,1.3956491553814585
54,condition_80cue,1.005960060955699,0.0,0.0,0.0,3.690721777747836,4.276760298892484,0.0,0.0,0.0,5.5005439152631626,7.545049652610416,5.692469541221279,4.12948278896776,0.0115878352674929
55,condition_65cue,0.0,0.0,0.0,0.1342854170748844,0.0,0.0105869606479924,0.0,0.3306847519930393,0.0,0.0,0.0,0.2602533427221739,1.0620193368697208,0.9977618285322652
56,condition_65cue,0.0,0.2475350263810921,0.4886542952284409,0.0,0.0,0.0339188974000541,0.0,0.5221613636094472,0.0,0.0,0.2781991997890151,0.3923302863676601,1.0106757282218268,0.1993585961983003
57,condition_65cue,0.3378582710012663,0.0,0.0,0.0,0.0,0.0,0.7177490264266709,0.0,1.5520473541499182,0.0,1.2269298510178197,0.0,1.196759409973609,0.1560581402949917
58,condition_65cue,0.0217693350214064,0.2125423534466599,0.0170949168397813,0.8489912075089404,0.0,0.0,0.0,0.0,0.8938914260371357,0.0,0.0109514899244924,0.0,1.2454479634197997,0.6394524409205269
59,condition_65cue,1.3579789189030032,2.071144638532645,1.3843462340882782,0.977273975995446,0.0,0.0,0.0,0.0,0.0,5.934654207607679,6.49411999439597,6.453158250159046,0.7802884644637462,0.9903968374573352
60,condition_65cue,0.2117855083167151,0.0,0.0,0.0,0.3126735488915588,0.0,0.0,0.0,0.0,0.2569558782536409,1.9047857046947232,0.0,1.123949831297109,0.2036993808115786
61,condition_65cue,0.0614936597118668,0.0,0.8579156384464619,1.329585789204543,0.0,0.0,0.2810696941983437,0.0,10.0,0.0,6.914593335440117,0.0,1.0134114928976938,1.4286219835673677
62,condition_65cue,1.6763805089834072,0.6500964696375323,1.884319226747121,0.0,0.0,2.5396808850320327,0.0,1.0015387865005962,8.00432928151693,0.0,0.0165418357417695,7.754248931969037,3.606398949105891,0.0131533401889294
63,condition_65cue,0.0,0.0,0.5554532531052224,0.0,0.873197614806162,0.9075901050906552,2.457983553105654,2.572095720877044,10.0,10.0,9.607090799138405,10.0,1.5594598011871348,1.4840356584553345
64,condition_65cue,1.2404167609299956,1.6522460529141167,0.2614187111512692,0.0,0.0,0.0,0.9518583669694872,1.5712091849791314,0.0,0.0,0.0,0.0,0.820118616955325,1.055928762530201
65,condition_65cue,2.5870905468813516,3.2909645622082606,0.0,0.0,0.0,3.8482856130962926,0.0,10.0,4.166305174996702,3.674223531392927,4.10629825165134,4.596897564920949,0.7067088049522088,1.1692520378909443
66,condition_65cue,0.0848686484124445,0.100996628591588,0.0,0.0,0.7835747746345287,0.4034791836378485,1.6511350144234915,2.6956364223946947,0.2697030889608142,5.551691744161824,0.0,0.0,1.041885758138422,0.6790972389703764
67,condition_65cue,0.0,0.529253187923413,2.8532268732482695,4.4270321390122,0.0,0.0491178755317607,0.0,0.0,5.292463489623694,0.5783239544941143,1.2533156021213787,5.5787667503950695,5.161489048468003,0.0147450723620777
68,condition_65cue,0.8020877906896381,0.0,1.8394090323141712,1.572558927272086,0.0,0.0,0.0,0.0543567919712828,5.62618482426318,3.0124345393162923,0.0,0.0,1.1830049105443088,0.5213604092982828
69,condition_65cue,0.0,0.1501443400028478,0.0,0.0,0.2050545507848013,0.0,0.0120188747091325,0.0,0.0,0.8474449843465326,0.0,0.0,0.7497055322787158,0.284626590008219
70,condition_65cue,0.0,0.1384855140890943,0.5213283806278053,0.0,0.0,0.0857707337479026,0.0282282398470751,0.4028383521316439,0.3159252332635036,0.0033573550275845,0.0,0.0,1.0380699201881622,0.0135126175197851
71,condition_65cue,0.0,0.5798781266452996,3.9667551342124265,3.1441692061358224,0.0,1.3439137047935283,0.0,0.0,10.0,2.057276539353459,0.0992928560087344,7.128838404239222,3.4136996513968345,0.0107800967268109
72,condition_65cue,0.5949663089318296,1.0397262261729274,0.0,0.8286511549338668,0.0498169360636564,0.079602374372252,0.0,0.0700380826957236,9.429618979214156,0.0,7.115214496901484,0.0,0.8046619890751305,1.0089486816372857
